id,date,publication,author,headline,items
1785,2021-09-27,The Goan,PTI,"US court pauses suit, allows Cairn Energy to settle trade dispute with India","Cairn Energy, retrospective tax, arbitration"
1786,2021-09-27,The Economic Times,Bureau,US Court Stays Tax Case against AI over Cairn Arbitral Award,"Cairn Energy, retrospective tax, arbitration"
1787,2021-09-27,Bright Punjab Express,Bureau,New york court pauses tax suit to allow Cairn to settle dispute with  India,"Cairn Energy, retrospective tax, arbitration"
1788,2021-09-29,The Telegraph,Bureau,Al bid result next month,arbitration
1789,2021-10-03,The Financial Express,PTI,Companies must indemnify govt,"Cairn Energy, retro tax, retrospective tax, arbitration"
1790,2021-10-03,The Indian Express,Bureau,"Retro tax: Repayment timeline for govt outlined, cos to notify for indemnity","Cairn Energy, retro tax, retrospective tax, arbitration"
1791,2021-10-03,The Statesman,PTI,Govt notifies rules to settle retrospective tax disputes,"Cairn Energy, retrospective tax, arbitration"
1792,2021-10-03,The Hindu,Special Correspondent,Govt. notifies new rules to clear retro tax mess,"Cairn Energy, retrospective tax, arbitration"
1793,2021-10-03,Millennium Post,Bureau,Cos must indemnify govt; wait 5 mnths to get refund,"Cairn Energy, retro tax, retrospective tax, arbitration"
1794,2021-10-03,The Telegraph,Bureau,Indemnity sting in retro tax rules,"Cairn Energy, retro tax, retrospective tax, arbitration"
1795,2021-10-03,Western Times,Bureau,Centre notifies rules to scrap retrospective tax clause,"Cairn Energy, retrospective tax, arbitration"
1796,2021-10-03,The Political & Business Daily,Bureau,Central govt notifies rules to scrap retrospective tax clause,"Cairn Energy, retrospective tax, arbitration"
1797,2021-10-12,The Economic Times, Sanjeev Choudhary,Owe $100m to ONGC Videsh: Sudan,"Cairn Energy, retrospective tax, arbitration"
1798,2021-10-12,The Economic Times, Deepshikha Shikarwar,Rules Soon for Voda Retro Tax Settlement..,"retrospective tax, arbitration"
1799,2021-10-12,The Economic Times, Sanjeev Choudhary,Sudan Admits it Owes $100 m to ONGC Videsh,"Cairn Energy, retrospective tax, arbitration"
1800,2021-10-12,The Economic Times,Bureau,Rules Soon for Voda Retro Tax Settlement...,"retrospective tax, arbitration"
1801,2021-10-12,The Economic Times, Deepshikha.Sikarwar,Rules Soon for Voda Retro Tax Settlement.,"retrospective tax, arbitration"
1802,2021-10-15,Business Standard, Shrimi Choudhary,Centre notifies rules to settle Vodafone retrospective tax case,"retrospective tax, arbitration"
1803,2021-10-15,The Telegraph,Bureau,Voda retro tax rule notified,"Cairn Energy, retrospective tax, arbitration"
1804,2021-10-16,The Hindu Business Line,Bureau,Retro tax: FinMin notifies separate rules for Vodafone to settle dispute,arbitration
1805,2021-10-19,The Economic Times, Alnoor Peermohamed,Devas Eyeing Foreign Assets of Indian Govt,"Cairn Energy, arbitration"
1806,2021-11-04,Business Standard, Indivjal Dhasmana,Cairn gives it in writing to govt that its ending cases,"Cairn Energy, arbitration"
1807,2021-11-04,Mint,Bureau,Cairn Energy moves to settle $1 billion tax dispute with India,"Cairn Energy, arbitration"
1808,2021-11-04,The Economic Times,Bureau,Cairn Energy to Drop Cases Against Govt,"Cairn Energy, retro tax, retrospective tax, arbitration"
1809,2021-11-04,The Hindu Business Line, Ayushi Kar,Devas Multimedia to continue to pursue seizure of Air Indias assets,"Cairn Energy, arbitration"
1810,2021-11-04,The Economic Times,Bureau,"Cairn to Drop Cases for Rs7,900 crore Tax Refund","Cairn Energy, retrospective tax, arbitration"
1811,2021-11-04,The Economic Times,Bureau,"Cairn to Drop Cases for ?7,900 cr Tax Refund.","Cairn Energy, retrospective tax, arbitration"
1812,2021-11-04,The Economic Times,Bureau,"Cairn to Drop Cases for Rs 7,900 cr Tax Refund","Cairn Energy, retrospective tax, arbitration"
1813,2021-11-04,The Economic Times,Bureau,"Cairn to Drop Cases for Rs7,900 cr Tax Refund","Cairn Energy, retrospective tax, arbitration"
1814,2021-11-05,Hindustan Times,Bureau,Cairn Energy seeks $1bn refund from India,"Cairn Energy, arbitration"
1815,2021-11-08,The Financial Express, Prasanta Sahu,"After Cairn, other companies queue up to settle disputes","Cairn Energy, retrospective tax, arbitration"
1816,2021-11-16,The Indian Express, KARUNJIT SINGH,How buyback using retro tax refund helps Cairn,arbitration
1817,2021-11-19,Millennium Post,Bureau,Govt accepts Cairns offer on retro tax,"Cairn Energy, retrospective tax, arbitration"
1818,2021-11-19,The Navhind Times,PTI,Centre accepts Cairn's offer on retro tax,"Cairn Energy, retrospective tax, arbitration"
1819,2021-11-20,The Hindu,Special Correspondent,Devas to continue fight for AI's assets,"Cairn Energy, retro tax, arbitration"
1820,2021-11-22,The Economic Times, Alnoor Peermohamed & Kala Vijayraghavan,AI Sale to Tatas Does not Impact Asset Seizure Plea: Devas Investors,"Cairn Energy, retrospective tax, arbitration"
1821,2021-11-22,The Economic Times, Alnoor Peermohamed & Kala Vijayraghavan,"AI Sale to Tatas Does not Impact Asset Seizure Plea: Devas Investors,","Cairn Energy, retrospective tax, arbitration"
1822,2021-11-24,Business Standard, S DINAKAR,Oil & gas: What ails foreign investment,"retrospective tax, arbitration"
1823,2019-01-23,The Financial Express,PTI,Cairn says final drafting of arbitration award against retro tax in process,"Cairn Energy, retrospective tax, arbitration"
1824,2019-01-23,The Times Of India,Bureau,Cairn says final drafting of arbitration award against retro tax in process,"Cairn Energy, retrospective tax, arbitration"
1825,2019-01-23,The Telegraph,Bureau,Cairn hopeful,"Cairn Energy, arbitration"
1826,2019-01-23,The Political & Business Daily,PTI,Cairn Energy says final drafting of arbitration award against retrospective tax in process,"Cairn Energy, retrospective tax, arbitration"
1827,2019-01-23,The Statesman,PTI,Cairn arbitration,"Cairn Energy, arbitration"
1828,2019-01-23,Business Standard,Bureau,Final drafting of arbitration award in process: Cairn,"Cairn Energy, arbitration"
1829,2019-02-13,Business India,Bureau,"No angel, this","Cairn Energy, retrospective tax, arbitration"
1830,2019-02-23,The Financial Express,Editorial,"Five years too late, Modi fixes gas mess","retrospective tax, arbitration"
1831,2019-03-12,The Statesman,Bureau,Cairn delay,"Cairn Energy, arbitration"
1832,2019-03-12,The Times Of India,PTI,"Retro tax arbitration to take more time: Cairn,","Cairn Energy, arbitration"
1833,2019-03-12,The Times Of India,Agencies,Retro tax arbitration to take more time: Cairn,"Cairn Energy, arbitration"
1834,2019-03-12,The Times Of India,Bureau,"Retro tax arbitration to take more time, says Cairn Energy","Cairn Energy, arbitration"
1835,2019-03-12,The Telegraph,Bureau,Delay in Cairn arbitration,"Cairn Energy, arbitration"
1836,2019-03-12,The Hindu Business Line,PTI,Cairn expects retro tax arbitration to take longer,"Cairn Energy, arbitration"
1837,2019-03-12,The Hindu,Bureau,Cairns tax arbitration award may be delayed,"Cairn Energy, arbitration"
1838,2019-03-12,Daily News & Analysis,Bureau,Cairns arbitration award delayed,"Cairn Energy, arbitration"
1839,2019-03-12,Hindustan Times,Bureau,Cairn sees delay in retro tax arbitration award,"Cairn Energy, arbitration"
1840,2019-03-12,The Financial Express,PTI,Cairn Energys retro taxation arbitration award delayed,"Cairn Energy, arbitration"
1841,2019-03-12,The Financial Express,PTI,Cairn Energys retro tax arbitration award delayed,"Cairn Energy, arbitration"
1842,2019-03-12,The Financial Express,PTI,Cairn Energys retro tax arbitration award delayed.,"Cairn Energy, arbitration"
1843,2019-03-12,The Hitavada,Bureau,Cairn Energys retro tax arbitration award delayed,"Cairn Energy, arbitration"
1844,2019-04-08,The Economic Times,Bureau,Fighting Retro Tax Demand Costs Cairn Energy Dearly,"Cairn Energy, retrospective tax, arbitration"
1845,2019-04-08,Daily News & Analysis,Bureau,Cairns legal cost nearly triples,"Cairn Energy, retrospective tax, arbitration"
1846,2019-04-08,Business Standard,PTI,Cairn Energys legal cost for fighting retro tax demand triples,"Cairn Energy, retrospective tax, arbitration"
1847,2019-04-08,Business Standard,Bureau,Cairn Energy's legal cost for fighting retro tax demand triples,"Cairn Energy, retrospective tax, arbitration"
1848,2019-04-08,The Free Press Journal,Agencies,Cairn Energy's legal cost over retro tax demand nearly triples,"Cairn Energy, retrospective tax, arbitration"
1849,2019-04-08,The Hindu Business Line,PTI,Tax row: Cairn Energys legal cost triples,"Cairn Energy, retrospective tax, arbitration"
1850,2019-04-08,The Telegraph,Bureau,Cairn tax cost,"Cairn Energy, retrospective tax, arbitration"
1851,2019-04-24,The Financial Express,Editorial,CBDT rightly pulled up for meddling with tax appeals,"Cairn Energy, retrospective tax, arbitration"
1852,2019-05-23,The Free Press Journal,Agencies,KG basin: Govt stops issuing Reliance-BP penalty notice,"Cairn Energy, retrospective tax, arbitration"
1853,2019-05-23,The Hans India,Bureau,Centre stops issuing penalty notices to Reliance-BP,"Cairn Energy, retrospective tax, arbitration"
1854,2019-05-23,The Pioneer,Bureau,G|ovt stops issuing Reliance-BP penalty notices for KG-D6 gas output shortfall,"Cairn Energy, retrospective tax, arbitration"
1855,2019-05-23,The Pioneer,PTI,Govt stops issuing Reliance-BP penalty notices for KG-D6 gas output shortfall,"Cairn Energy, retrospective tax, arbitration"
1856,2019-05-23,The Political & Business Daily,Bureau,Govt stops issuing Reliance-BP penalty notices for KG-D6 gas output shortfall,"Cairn Energy, retrospective tax, arbitration"
1857,2019-05-23,The Telegraph,PTI,Penalty waiveron Reliance KG basin gas,"Cairn Energy, retrospective tax, arbitration"
1858,2019-05-23,Free Press,Agencies,KG basin: Govt stops issuing Reliance-BP penalty notice,"Cairn Energy, retrospective tax, arbitration"
1859,2019-05-23,Daily News & Analysis,PTI,Govt stops issuing RIL-BP notices for KG-D6 shortfall,"Cairn Energy, retrospective tax, arbitration"
1860,2019-05-23,Millennium Post,Bureau,Govt stops issuing Reliance-BP penalty notices for KG-D6 gas output shortfall,"Cairn Energy, retrospective tax, arbitration"
1861,2019-05-23,The Hitavada,Bureau,Govt stops issuing Reliance-BP penalty notices,"Cairn Energy, retrospective tax, arbitration"
1862,2019-05-23,The Financial Express,PTI,Govt stops issuing RIL-BP penalty notices for KG-D6 output shortfall,"Cairn Energy, retrospective tax, arbitration"
1863,2019-05-30,Mint,Reuters ,Arbitration court rejects Indias plea in Nissan lawsuit,"Cairn Energy, arbitration"
1864,2019-05-30,The Asian Age, ADITI SHAH & SUDARSHAN VARADHAN,Setback for India in Nissan suit,"Cairn Energy, arbitration"
1865,2019-05-30,Deccan Chronicle, ADITI SHAH & SUDARSHAN VARADHAN,Setback for India in Nissan suit,"Cairn Energy, arbitration"
1866,2019-05-30,The Telegraph,Reuters ,Setback in Nissan case,"Cairn Energy, arbitration"
1867,2019-05-30,The Hindu Business Line,Reuters ,Singapore court rejects Indias plea in Nissan arbitration,"Cairn Energy, arbitration"
1868,2019-05-30,The Financial Express, Aditi Shah & Sudarshan Varadhan,Arbitration court rejects Indias plea in case against Nissan Motor,"Cairn Energy, arbitration"
1869,2019-06-15,The Financial Express,Editorial,Arbitration Hub that challenges arbitration!,"Cairn Energy, arbitration"
1870,2019-07-01,The Financial Express,PTI,Cairn stops paying royalties on Rajasthan oil block after differences with ONGC,arbitration
1871,2019-07-01,Millennium Post,PTI,Cairn stops paying royalty on Raj oil after differences with ONGC,"Cairn Energy, arbitration"
1872,2019-07-23,The Economic Times, Pavan Burugula,"Cairn India, Vedanta Under Scanner in Dividend Case",arbitration
1873,2019-07-24,The Hindu Business Line,Bureau,"Probe Cairn India for withholding dividend to Cairn UK, SAT tells SEBI","Cairn Energy, retrospective tax, arbitration"
1874,2019-08-05,Telangana Today,Bureau,Cairn ready to reinvest in India,"Cairn Energy, retro tax, retrospective tax, arbitration"
1875,2019-08-05,The Financial Express,PTI,Cairn ready to reinvest if retro tax issue is sorted: CEO,"Cairn Energy, retrospective tax, arbitration"
1876,2019-08-05,The Hindu Business Line,Bureau,"Cairn Energy ready to reinvest in India if retro tax issue is resolved, says CEO","Cairn Energy, retrospective tax, arbitration"
1877,2019-08-06,The Political & Business Daily,PTI,"Cairn Energy ready to reinvest in India if retro tax issue is resolved, says CEO","Cairn Energy, retrospective tax, arbitration"
1878,2019-08-07,The Hitavada,PTI,Cairn Energy ready to reinvest in India if retro tax issue is resolved,"Cairn Energy, retrospective tax, arbitration"
1879,2019-09-09,The Economic Times, Kirtika  Suneja,RCEP Asks India to Make up its Mind on Staying in Group,arbitration
1880,2019-09-11,The Economic Times,Bureau,Cairn Arbitration Award Process may be Protracted,"Cairn Energy, retrospective tax, arbitration"
1881,2019-09-11,The Political & Business Daily,PTI,"Cairn arbitration award may be protracted, not expected before 2019","Cairn Energy, retrospective tax, arbitration"
1882,2019-09-11,The Telegraph,PTI,Cairn tax,"Cairn Energy, retrospective tax, arbitration"
1883,2019-09-11,Telangana Today,PTI,Cairn tax award likely by year-end,"Cairn Energy, retrospective tax, arbitration"
1884,2019-09-11,Business Standard,PTI,Cairn arbitration award may be protracted,"retrospective tax, arbitration"
1885,2019-09-11,The Hindu,Bureau,Cairn arbitration process may be protracted,"Cairn Energy, retrospective tax, arbitration"
1886,2019-09-11,The Hindu Business Line,PTI,"Rs 10,247-crore retrospective tax: Cairn says arbitration process may prolong till year-end","Cairn Energy, retrospective tax, arbitration"
1887,2019-09-13,The Financial Express,Editorial,Taxman's right: Arbitration is a windfall gain in India!,"Cairn Energy, retrospective tax, arbitration"
1888,2019-09-13,The Economic Times, Kirtika  Suneja,"RCEP Members, India Too, For Deal by Nov",arbitration
1889,2019-09-28,The Economic Times, Kirtika Suneja,India may Cut Duties on 80% of Chinese Imports Under RCEP,arbitration
1890,2019-09-30,The Financial Express, Banikinkar Pattanayak,Tariffs for China: India for longer phase-out,arbitration
1891,2019-09-30,Business Standard,Author,Rift between three pillars and foreign investors,"Cairn Energy, arbitration"
1892,2019-10-08,The Economic Times, Kirtika Suneja,PM Takes Stock of RCEP Pact Amid Concerns Raised by Key Ministries,arbitration
1893,2019-10-08,The Economic Times, Kirtika Suneja,PM Takes Stock of RCEP Trade Pact Amid Concerns,arbitration
1894,2019-10-29,Samay Paribartan,Bureau,"Arbitration Tribunal delays award in Rs 10,247 cr Cairn retro tax case to mid-2020","Cairn Energy, retrospective tax, arbitration"
1895,2019-10-29,The Financial Express,PTI,"Tribunal defers Rs 10,247-crore award in Cairn case further to mid-2020","Cairn Energy, retrospective tax, arbitration"
1896,2019-10-29,The Goan,PTI,"Rs 10, 247-crore Cairn retro tax case: Tribunal defers award to mid-2020","retrospective tax, arbitration"
1897,2019-10-29,The Tribune,PTI,Arbitration tribunal delays award in Cairn retro tax case,"Cairn Energy, retrospective tax, arbitration"
1898,2019-10-29,The Hitavada,PTI,"Arbitration Tribunal delays award in Rs 10,247 cr Cairn retro tax case","Cairn Energy, retrospective tax, arbitration"
1899,2019-10-29,The Hans India,Bureau,Arbitration Tribunal delays award till 2020,"Cairn Energy, retrospective tax, arbitration"
1900,2019-10-29,The Hans India,Bureau,arbitration tribunal delay awards till 2020,"Cairn Energy, retrospective tax, arbitration"
1901,2019-10-29,The Statesman,PTI,Tribunal delays award in Cairn retro tax case,"Cairn Energy, retrospective tax, arbitration"
1902,2019-10-29,The Telegraph,PTI,Cairn retro tax decision delayed,"Cairn Energy, retrospective tax, arbitration"
1903,2019-10-29,Deccan Chronicle,PTI,Cairn tax challenge gets longer,"Cairn Energy, retrospective tax, arbitration"
1904,2019-10-29,Deccan Herald,PTI,Tribunal delays award in Cairn case,"Cairn Energy, retrospective tax, arbitration"
1905,2019-10-29,Millennium Post,PTI,"Arbitration Tribunal delays award in Rs 10,247 cr Cairn retro tax case to mid-2020","Cairn Energy, retrospective tax, arbitration"
1906,2019-10-29,Business Standard,PTI,Tribunal delays award in Rs10k-cr cairn retro tax case to  mid - 2020,"Cairn Energy, retrospective tax, arbitration"
1907,2019-10-29,The Asian Age,PTI,Cairn tax challenge gets longer,"Cairn Energy, retrospective tax, arbitration"
1908,2019-10-29,Mint,PTI,"Arbitration Tribunal delays award in Rs 10,247-cr Cairn retro tax case","Cairn Energy, retrospective tax, arbitration"
1909,2019-10-30,The Times Of India,Agencies,Cairn retro tax: Tribunal further delays award,"Cairn Energy, retrospective tax, arbitration"
1910,2019-10-30,The Political & Business Daily,Bureau,Cairn case: Tribunal defers award to 2020,"Cairn Energy, retrospective tax, arbitration"
1911,2019-11-14,The Financial Express,Editorial,And then there were two... telcos left,"Cairn Energy, retrospective tax, arbitration"
1912,2019-11-20,Business Standard,PTI,"Vodafone Idea presses for Rs 7,000-cr tax refund","Cairn Energy, retrospective tax, arbitration"
1913,2019-11-20,The Telegraph,Correspondent,Jio plans to raise rates too,"Cairn Energy, retrospective tax, arbitration"
1914,2019-11-20,The Times Of India,Agencies,"Vodafone Idea presses for Rs 7,000 cr tax refund","Cairn Energy, retrospective tax, arbitration"
1915,2019-11-20,The Times Of India,Agencies,"Vodafone Idea seeks Rs 7,000cr tax refund","Cairn Energy, retrospective tax, arbitration"
1916,2019-11-20,The Political & Business Daily,PTI,"Vodafone Idea presses for Rs 7,000 cr tax refund; I-T dept hesitant in view of fresh liability","Cairn Energy, retrospective tax, arbitration"
1917,2019-11-20,The Financial Express,PTI,"Vodafone Idea presses for Rs 7,000-crore tax refund","Cairn Energy, retrospective tax, arbitration"
1918,2019-11-20,The Tribune,PTI,"Vodafone Idea seeks Rs7,000-cr tax  refund","Cairn Energy, retrospective tax, arbitration"
1919,2019-11-20,The Goan,PTI,"Vodafone-Idea presses for Rs 7,000 cr tax refund; I-T hesitant in view of AGR","Cairn Energy, retrospective tax, arbitration"
1920,2019-11-21,Mint,Bureau,A state must honour its past commitments,arbitration
1921,2019-12-05,The Economic Times,Author,Dont Scare Them Away,"Cairn Energy, arbitration"
1922,2019-12-09,The Financial Express,Author,The multi-layered arbitration mess,"Cairn Energy, arbitration"
1923,2019-12-14,The Financial Express,Editorial,Time to budget for contingent liabilities,"Cairn Energy, retrospective tax, arbitration"
1924,2016-01-03,Business Standard,Bureau,"Retrospective tax law scared investors away, says Jaitley","arbitration, Cairn Energy, retrospective tax"
1925,2016-01-04,The Financial Express, Siddhartha P Saikia,Tax waiver phase-out to hurry investments: Adhia,arbitration
1926,2016-01-07,The Economic Times, Rachita Prasad,Indian Energy Space Growth is Powered by Public Sector Units,arbitration
1927,2016-01-07,The Economic Times,Bureau,Energy Sector PSUs Steal Limelight from Pvt Cos,arbitration
1928,2016-01-08,The Economic Times,Bureau,Indian Energy Space Growth is Powered by Public Sector Units,arbitration
1929,2016-01-08,The Financial Express,Editorial,"Forget the gas, step on it","arbitration, Cairn Energy, retrospective tax"
1930,2016-01-15,Financial Chronicle, Mukesh Jagota,Model pact restricts MNCs redress space,arbitration
1931,2016-01-15,Business Standard,Bureau,Tax disputes out of investment pacts,"arbitration, Cairn Energy"
1932,2016-01-15,Free Press,Bureau,Cairn seeks removal of retrospective tax,"arbitration, Cairn Energy, retrospective tax"
1933,2016-01-15,Daily Post,PTI,Remove retrospective tax law,"arbitration, Cairn Energy, retrospective tax"
1934,2016-01-18,Western Times,Bureau,Open to out-of-court settlement of legacy tax issues: Adhia,"arbitration, Cairn Energy, retrospective tax"
1935,2016-01-18,The Financial Express,Editorial,Settling tax disputes,"arbitration, retrospective tax"
1936,2016-01-19,The Financial Express, Sunil Jain,Were not yet ready for PoEM,"arbitration, retrospective tax"
1937,2016-01-19,The Financial Express,PTI,Laurent Levy is third arbitrator in Caim tax case,"arbitration, Cairn Energy"
1938,2016-01-19,The Financial Express,PTI,Laurent Levy named third arbitrator in Cairn tax case,"arbitration, Cairn Energy"
1939,2016-01-20,Financial Chronicle, Subhash Narayan,Cairn complicates tax row with $1b claim,"arbitration, Cairn Energy, retrospective tax"
1940,2016-01-20,The Asian Age,PTI,UKS cairn to seek $1bn in damages,"arbitration, Cairn Energy"
1941,2016-01-20,The Indian Express,PTI,Cairn to seek $1 billion from India in damages,"arbitration, Cairn Energy, retrospective tax"
1942,2016-01-20,Mint,PTI,Cairn Energy to seek damages,"arbitration, Cairn Energy, retrospective tax"
1943,2016-01-20,The Financial Express,PTI,Will seek $1 bn from India in damages: Cairn Energ,"arbitration, Cairn Energy, retrospective tax"
1944,2016-01-20,The Statesman,PTI,Cairn To Seek $600m From India In Damages,"arbitration, Cairn Energy, retrospective tax"
1945,2016-01-20,The Pioneer,PTI,"Will seek $600m from India in damages, says Cairn Energy","arbitration, Cairn Energy, retrospective tax"
1946,2016-01-20,The Tribune,PTI,Cairn Energy to seek $1 bn from India in damages,"arbitration, Cairn Energy, retrospective tax"
1947,2016-01-20,Deccan Chronicle,Bureau,UK's Cairn to seek $1b in damages,"arbitration, Cairn Energy"
1948,2016-01-20,The Pioneer,PTI,"Will seek $600 m from India in damages, says Cairn energy","arbitration, Cairn Energy, retrospective tax"
1949,2016-01-20,Daily News & Analysis,PTI,Will seek $600 mn from India in damages: Cairn,"arbitration, Cairn Energy, retrospective tax"
1950,2016-01-20,Deccan Chronicle,PTI,UKS cairn to seek $1bn in damages,"arbitration, Cairn Energy"
1951,2016-01-20,The Economic Times,PTI,Cairn Energy to Seek $600 M from India in Damages,"arbitration, Cairn Energy, retrospective tax"
1952,2016-01-20,The Financial Express,PTI,To seek $1 bn from India in damages: Cairn Energy,"arbitration, Cairn Energy, retrospective tax"
1953,2016-01-20,The Indian Express,PTI,Will seek $600 mn from India in damages: Cairn,"arbitration, Cairn Energy, retrospective tax"
1954,2016-01-20,Millennium Post,PTI,Cairn Energy to seek $1 bn from India,"arbitration, Cairn Energy, retrospective tax"
1955,2016-01-20,Echo Of India,Asian News International,Cairn Energy plctoseek $ 600m from India in damages,"arbitration, Cairn Energy, retrospective tax"
1956,2016-01-20,The Asian Age,Asian News International,uk's cairn to seek $1bn in damages,"arbitration, Cairn Energy"
1957,2016-01-21,Western Times,Bureau,Cairn Energy to seek damages for retrospective tax demand,"arbitration, Cairn Energy, retrospective tax"
1958,2016-01-22,Financial Chronicle, Mukesh Jagota,Govt seeks lawyers for international arbitration,arbitration
1959,2016-01-22,The Free Press Journal,Bureau,FinMin to hire legal firms to represent India in arbitrations,"arbitration, Cairn Energy"
1960,2016-01-23,The Hindu Business Line, Surabhi,FinMin to appoint lawyers to represent India in global disputes,"arbitration, Cairn Energy"
1961,2016-01-26,The Financial Express,Editorial,"Bye bye, retro tax?","arbitration, retro tax, retrospective tax"
1962,2016-01-31,Daily News & Analysis,Author,Tax disputes & intl arbitration: Case of Cairn Energy,"arbitration, Cairn Energy"
1963,2016-01-31,Business Standard,Bureau,"Budget to serve the cause of economics, not populism: FM","arbitration, retrospective tax"
1964,2016-02-13,Business Today, Joe C Mathew,The Whole BIT,"arbitration, Cairn Energy"
1965,2016-02-15,The Financial Express, Siddhartha P Saikia,Taxman extends Cairn India share freeze,"arbitration, retro tax, Cairn Energy, retrospective tax"
1966,2016-02-15,The Economic Times, Baiju Kalesh & Megha Mandavia,The Oil Money India Has Should be Spent on Infra: Agarwal,arbitration
1967,2016-02-16,Financial Chronicle,PTI,Ban on Cairn selling residual stake extended till March 31,"arbitration, Cairn Energy"
1968,2016-02-16,The Financial Express,Editorial,Walk the talk on Cairn,"arbitration, Cairn Energy, retrospective tax"
1969,2016-02-17,Financial Chronicle, Mukesh Jagota,I-T stuns Vodafone with tax demand,"arbitration, Cairn Energy"
1970,2016-02-17,Business Standard,Bureau,Retro tax ghost returns to haunt Vodafone,"arbitration, Cairn Energy"
1971,2016-02-17,Mint, Siddharth Philip Remya Nair,Govt warns Vodafone of asset seizures,"arbitration, Cairn Energy"
1972,2016-02-17,The Financial Express,Bureau,"On retro tax, it is back to the future","arbitration, retro tax, retrospective tax"
1973,2016-02-17,The Telegraph,Bureau,Vodafone suffers fresh tax trauma,arbitration
1974,2016-02-18,Financial Chronicle,Bureau,Levy terror,"arbitration, Cairn Energy, retro tax, retrospective tax"
1975,2016-02-18,Business Standard,Editorial,Retro tax woes,"arbitration, Cairn Energy"
1976,2016-02-19,Mint, Remya Nair,"Tax reforms: Past, present and future","arbitration, Cairn Energy"
1977,2016-02-26,The Financial Express,Author,Waiting for just one sentence from Mr Jaitley,"arbitration, retrospective tax"
1978,2016-02-29,Daily News & Analysis,PTI,Budget may address retrospective tax concerns: CEA,"arbitration, Cairn Energy"
1979,2016-02-29,The Pioneer,PTI,Budget may address retrospective tax concerns,"arbitration, Cairn Energy"
1980,2016-02-29,The Financial Express,Editorial,Match NPA & recap cycle,"arbitration, Cairn Energy, retrospective tax"
1981,2016-03-01,Financial Chronicle, Mukesh Jagota,Amnesty plan for domestic black money,"arbitration, retrospective tax"
1982,2016-03-01,The Economic Times, Hema Ramakrishnan,Vodafone Lukewarm to FMs Offering,"arbitration, retrospective tax"
1983,2016-03-01,Mint, Remya Nair,Tax tweaks to improve ease of doing business,"arbitration, Cairn Energy"
1984,2016-03-01,The Times Of India,Bureau,"Vodafone, Cairn arent impressed","arbitration, retrospective tax"
1985,2016-03-01,The Financial Express,Bureau,One-time scheme for retro tax cases,"arbitration, Cairn Energy, retrospective tax"
1986,2016-03-01,The Asian Age,Bureau,GAAR effective from 17,"arbitration, Cairn Energy, retrospective tax"
1987,2016-03-01,The Political & Business Daily,PTI,"Vodafone, Cairn can pay tax arrears to settle disputes, says FM","arbitration, Cairn Energy, retrospective tax"
1988,2016-03-01,The Times Of India,Bureau,FMs retro look wont spark spring/summer collection,"arbitration, Cairn Energy"
1989,2016-03-01,The Indian Express, Khushboo  Narayan,"Contentious tax issues, opportunity for Cairn, Vodafone","arbitration, Cairn Energy, retrospective tax"
1990,2016-03-01,The Free Press Journal,Bureau,"Vodafone, Cairn can pay tax arrears to settle disputes: FM","arbitration, Cairn Energy, retrospective tax"
1991,2016-03-01,The Financial Express,Bureau,Resolution of tax disputes made easier: Adliia,"arbitration, Cairn Energy, retrospective tax"
1992,2016-03-01,Daily Post,PTI,"Government waives penalty, interest on pending tax dispute","arbitration, retrospective tax"
1993,2016-03-01,The Asian Age, Pawan Bali,Big Boost For Bharats Growth,arbitration
1994,2016-03-01,Deccan Chronicle,Correspondent,GAAR effective from 17,"arbitration, Cairn Energy, retrospective tax"
1995,2016-03-01,Deccan Chronicle, Pawan Bali,FM Tune Is Jai Kisan,arbitration
1996,2016-03-01,Deccan Chronicle, Pawan Bali,FM Jaitley Tune Is Jai Kisan,arbitration
1997,2016-03-01,Deccan Herald,Bureau,FM for 'Dispute Resolution Scheme' to end Vodafone/Cairn type rows,"arbitration, Cairn Energy, retrospective tax"
1998,2016-03-01,The Economic Times, Hema Ramakrishnan,Vodafone Cool to FMs Peace Offering,"arbitration, retrospective tax"
1999,2016-03-01,The Hindu Business Line, Lokeshwarri S K,Placing checks on the I-T department,"arbitration, Cairn Energy, retrospective tax"
2000,2016-03-01,The Hindu,Correspondent,Compliance window remedies flaws in 1997 scheme,arbitration
2001,2016-03-01,The Pioneer,Bureau,"Government waives penalty, interest on pending tax disputes","arbitration, retrospective tax"
2002,2016-03-01,The Times Of India,Bureau,"No retro tax, vows govt; reaches out to Voda, Cairn","arbitration, retro tax, Cairn Energy, retrospective tax"
2003,2016-03-01,The Economic Times, Hema Ramakrishnan,Vodafone Luckewarm to FM's offering,"arbitration, retrospective tax"
2004,2016-03-02,Financial Chronicle,PTI,"Voda, Cairn tax demand valid: CBDT","arbitration, Cairn Energy, retrospective tax"
2005,2016-03-02,Hindustan Times,PTI,"Tax notice to Voda, Cairn cannot be disputed: CBDT","arbitration, Cairn Energy, retrospective tax"
2006,2016-03-02,The Hindu,Bureau,Vodafone cold-shoulders FMs tax dispute proposal,"arbitration, Cairn Energy"
2007,2016-03-02,The Political & Business Daily,Bureau,"Voda, Cairn tax rightly generated: CBDT","arbitration, Cairn Energy, retrospective tax"
2008,2016-03-03,The Free Press Journal,Bureau,"Govt has taken one step forward on retro tax issue, says Jaitley","arbitration, Cairn Energy, retrospective tax"
